Province,Electoral District Name,Electoral District Number,Candidate,Candidate Affiliation,Candidate Occupation,Votes Obtained,Percentage of Votes Obtained,Majority,Majority Percentage,Seat Assignment
British Columbia,North Island--Powell River,59037,Rachel Blaney,NDP,Executive Director,24340,40.2,8500,14,297
British Columbia,North Island--Powell River,59037,Laura Smith,Conservative,Policy and Communications Advisor,15840,26.2,,,
British Columbia,North Island--Powell River,59037,Peter Schwarzhoff,Liberal,Retired Atmospheric Scientist,15416,25.5,,,
British Columbia,North Island--Powell River,59037,Brenda Sayers,Green,Financial Administrator,4940,8.2,,,
British Columbia,North Okanagan--Shuswap,59020,Mel Arnold,Conservative,Businessman,27490,39.3,6541,9.4,274
British Columbia,North Okanagan--Shuswap,59020,Cindy Derkaz,Liberal,Retired Lawyer,20949,29.9,,,
British Columbia,North Okanagan--Shuswap,59020,Jacqui Gingras,NDP,Professor,17907,25.6,,,
British Columbia,North Okanagan--Shuswap,59020,Chris George,Green,Student,3608,5.2,,,
British Columbia,North Vancouver,59021,Jonathan Wilkinson,Liberal,Business Person,36458,56.7,19157,29.8,51
British Columbia,North Vancouver,59021,Andrew Saxton,Conservative,Parliamentarian,17301,26.9,,,
British Columbia,North Vancouver,59021,Claire Martin,Green,Consultant,5350,8.3,,,
British Columbia,North Vancouver,59021,Carleen Thomas,NDP,Project Manager,5015,7.8,,,
British Columbia,North Vancouver,59021,Ismet Yetisen,Libertarian,Hospitality Manager,136,0.2,,,
British Columbia,North Vancouver,59021,Payam Azad,Independent,Businessman,94,0.1,,,
British Columbia,Pitt Meadows--Maple Ridge,59022,Dan Ruimy,Liberal,Self-Employed,17673,33.9,1300,2.5,157
British Columbia,Pitt Meadows--Maple Ridge,59022,Mike Murray,Conservative,Executive Assistant,16373,31.4,,,
British Columbia,Pitt Meadows--Maple Ridge,59022,Bob D'Eith,NDP,Lawyer,15450,29.6,,,
British Columbia,Pitt Meadows--Maple Ridge,59022,Peter Tam,Green,System Analyst,2202,4.2,,,
British Columbia,Pitt Meadows--Maple Ridge,59022,Steve Ranta,Independent,Retired,452,0.9,,,
British Columbia,Port Moody--Coquitlam,59023,Fin Donnelly,NDP,Parliamentarian,19706,36,2818,5.2,196
British Columbia,Port Moody--Coquitlam,59023,Jessie Adcock,Liberal,Chief Digital Officer,16888,30.9,,,
British Columbia,Port Moody--Coquitlam,59023,Tim Laidler,Conservative,Executive Director,16112,29.5,,,
British Columbia,Port Moody--Coquitlam,59023,Marcus Madsen,Green,Digital Media Consultant,1878,3.4,,,
British Columbia,Port Moody--Coquitlam,59023,Roland Verrier,Marxist-Leninist,Retired Electrician,83,0.2,,,
British Columbia,Prince George--Peace River--Northern Rockies,59024,Bob Zimmer,Conservative,Parliamentarian,27237,52.5,14324,27.6,267
British Columbia,Prince George--Peace River--Northern Rockies,59024,Matt Shaw,Liberal,Teacher,12913,24.9,,,
British Columbia,Prince George--Peace River--Northern Rockies,59024,Kathi Dickie,NDP,Education Director,8014,15.5,,,
British Columbia,Prince George--Peace River--Northern Rockies,59024,Elizabeth Biggar,Green,Grocery Distribution Coordinator,2672,5.2,,,
British Columbia,Prince George--Peace River--Northern Rockies,59024,W. Todd Keller ,Libertarian,Heavy Equipment Operator,559,1.1,,,
British Columbia,Prince George--Peace River--Northern Rockies,59024,Barry Blackman,PC,Professional Driver,464,0.9,,,
British Columbia,Richmond Centre,59025,Alice Wong,Conservative,Educator,17622,44.2,1136,2.8,214
British Columbia,Richmond Centre,59025,Lawrence Woo,Liberal,Chartered Accountant,16486,41.4,,,
British Columbia,Richmond Centre,59025,Jack Trovato,NDP,Teacher,4602,11.5,,,
British Columbia,Richmond Centre,59025,Vincent Chiu,Green,Student,1152,2.9,,,
British Columbia,Saanich--Gulf Islands,59027,Elizabeth May,Green,Parliamentarian,37070,54.4,23810,34.9,339
British Columbia,Saanich--Gulf Islands,59027,Robert Boyd,Conservative,Mortgage broker,13260,19.5,,,
British Columbia,Saanich--Gulf Islands,59027,Tim Kane,Liberal,Media Consultant,11380,16.7,,,
British Columbia,Saanich--Gulf Islands,59027,Alicia Cormier,NDP,Municipal Councillor,6181,9.1,,,
British Columbia,Saanich--Gulf Islands,59027,Meghan Jess Porter ,Libertarian,Sales Associate,249,0.4,,,
British Columbia,Skeena--Bulkley Valley,59028,Nathan Cullen,NDP,Parliamentarian,22531,51.1,11595,26.3,195
British Columbia,Skeena--Bulkley Valley,59028,Tyler Nesbitt,Conservative,Construction Manager,10936,24.8,,,
British Columbia,Skeena--Bulkley Valley,59028,Brad Layton,Liberal,Registered Forest Technologist,8257,18.7,,,
British Columbia,Skeena--Bulkley Valley,59028,Jeannie Parnell,Green,Community Developer,1605,3.6,,,
British Columbia,Skeena--Bulkley Valley,59028,Don Spratt,Christian Heritage,Minister,780,1.8,,,
British Columbia,South Okanagan--West Kootenay,59029,Richard Cannings,NDP,Biologist,24823,37.3,4952,7.4,292
British Columbia,South Okanagan--West Kootenay,59029,Marshall Neufeld,Conservative,Realtor,19871,29.8,,,
British Columbia,South Okanagan--West Kootenay,59029,Connie Denesiuk,Liberal,Business Person,18732,28.1,,,
British Columbia,South Okanagan--West Kootenay,59029,Samantha Troy,Green,Forestry Worker,2792,4.2,,,
British Columbia,South Okanagan--West Kootenay,59029,Brian Gray,Independent,Retired,376,0.6,,,
British Columbia,South Surrey--White Rock,59030,Dianne Lynn Watts ,Conservative,Business Executive,24934,44,1439,2.5,181
British Columbia,South Surrey--White Rock,59030,Judy Higginbotham,Liberal,Retired,23495,41.5,,,
British Columbia,South Surrey--White Rock,59030,Pixie Hobby,NDP,Environmental Lawyer,5895,10.4,,,
British Columbia,South Surrey--White Rock,59030,Larry Colero,Green,Management Consultant,1938,3.4,,,
British Columbia,South Surrey--White Rock,59030,Bonnie Hu,Libertarian,Student,261,0.5,,,
British Columbia,South Surrey--White Rock,59030,Brian Marlatt,PC,Writer,108,0.2,,,
British Columbia,Steveston--Richmond East,59031,Joe Peschisolido,Liberal,Lawyer,19486,45.1,2856,6.6,83
British Columbia,Steveston--Richmond East,59031,Kenny Chiu,Conservative,Software Development Manager,16630,38.5,,,
British Columbia,Steveston--Richmond East,59031,Scott Stewart,NDP,Business Person,5248,12.1,,,
British Columbia,Steveston--Richmond East,59031,Laura-Leah Shaw,Green,Realtor,1587,3.7,,,
British Columbia,Steveston--Richmond East,59031,Matthew Swanston,Libertarian,Municipal Worker,274,0.6,,,
British Columbia,Surrey Centre,59032,Randeep Sarai,Liberal,Lawyer,19471,45.1,6479,15,163
British Columbia,Surrey Centre,59032,Jasbir Sandhu,NDP,Parliamentary,12992,30.1,,,
British Columbia,Surrey Centre,59032,Sucha Thind,Conservative,Businessman,8556,19.8,,,
British Columbia,Surrey Centre,59032,Jeremiah Deneault,Green,Student,1493,3.5,,,
British Columbia,Surrey Centre,59032,Kevin Pielak,Christian Heritage,Teacher,553,1.3,,,
British Columbia,Surrey Centre,59032,Iqbal Kahlon,Communist,Welder,133,0.3,,,
British Columbia,Surrey--Newton,59033,Sukh Dhaliwal,Liberal,Business Owner,24869,56,13267,29.9,62
British Columbia,Surrey--Newton,59033,Jinny Sims,NDP,Parliamentarian,11602,26.1,,,
British Columbia,Surrey--Newton,59033,Harpreet Singh,Conservative,Journalist,6978,15.7,,,
British Columbia,Surrey--Newton,59033,Pamela Sangha,Green,Sales Representative,975,2.2,,,
British Columbia,Vancouver Centre,59034,Hedy Fry,Liberal,Parliamentarian,32554,56.1,20936,36.1,27
British Columbia,Vancouver Centre,59034,Constance Barnes,NDP,Sponsorship Director,11618,20,,,
British Columbia,Vancouver Centre,59034,Elaine Allan,Conservative,Business Consultant,9818,16.9,,,
British Columbia,Vancouver Centre,59034,Lisa Barrett,Green,Mediator,3370,5.8,,,
British Columbia,Vancouver Centre,59034,John Clarke,Libertarian,Warehouse Man,614,1.1,,,
British Columbia,Vancouver Centre,59034,Michael Hill,Marxist-Leninist,Retired (Postal Worker),74,0.1,,,
British Columbia,Vancouver East,59035,Jenny Kwan,NDP,Legislator,29316,49.9,12784,21.8,227
British Columbia,Vancouver East,59035,Edward Wong,Liberal,Lawyer,16532,28.2,,,
British Columbia,Vancouver East,59035,James Low,Conservative,Project Manager,6322,10.8,,,
British Columbia,Vancouver East,59035,Wes Regan,Green,Community Economic Development Professional,5395,9.2,,,
British Columbia,Vancouver East,59035,Peter Marcus,Communist,Hospital Worker,525,0.9,,,
British Columbia,Vancouver East,59035,D. Alex Millar ,Independent,Engineer and Teacher,216,0.4,,,
British Columbia,Vancouver East,59035,Anne Jamieson,Marxist-Leninist,Retired,214,0.4,,,
British Columbia,Vancouver East,59035,Shawn Vulliez,Pirate,Building Attendant,188,0.3,,,
British Columbia,Vancouver Granville,59036,Jody Wilson-Raybould,Liberal,Lawyer,23643,43.9,9181,17.1,15
British Columbia,Vancouver Granville,59036,Mira Oreck,NDP,Community Organizer,14462,26.9,,,
British Columbia,Vancouver Granville,59036,Erinn Broshko,Conservative,Business Person and Lawyer,14028,26.1,,,
British Columbia,Vancouver Granville,59036,Michael Barkusky,Green,Accountant,1691,3.1,,,
British Columbia,Vancouver Kingsway,59038,Don Davies,NDP,Parliamentarian,20763,45.7,8138,17.9,194
British Columbia,Vancouver Kingsway,59038,Steven Kou,Liberal,Accountant,12625,27.8,,,
British Columbia,Vancouver Kingsway,59038,Jojo Quimpo,Conservative,Paralegal,9538,21,,,
British Columbia,Vancouver Kingsway,59038,Catherine Moore,Green,Administrator; Assistant: Accounting Clerk,1476,3.3,,,
British Columbia,Vancouver Kingsway,59038,Matt Kadioglu,Libertarian,Realtor,468,1,,,
British Columbia,Vancouver Kingsway,59038,Kimball Cariou,Communist,Editor,445,1,,,
British Columbia,Vancouver Kingsway,59038,Donna Petersen,Marxist-Leninist,Admin Assistant,81,0.2,,,
British Columbia,Vancouver Quadra,59039,Joyce Murray,Liberal,Parliamentarian,31102,58.7,17419,32.9,47
British Columbia,Vancouver Quadra,59039,Blair Lockhart,Conservative,Lawyer,13683,25.8,,,
British Columbia,Vancouver Quadra,59039,Scott Andrews,NDP,Community Support Worker,5748,10.9,,,
British Columbia,Vancouver Quadra,59039,Kris Constable,Green,Entrepreneur,2229,4.2,,,
British Columbia,Vancouver Quadra,59039,Trevor Clinton Walper ,Pirate,Construction Safety Coordinator,86,0.2,,,
British Columbia,Vancouver Quadra,59039,Marc Boyer,Radical Marijuana,Student,65,0.1,,,
British Columbia,Vancouver Quadra,59039,Jean-François Caron,Independent,Physicist,59,0.1,,,
British Columbia,Vancouver South,59040,Harjit S. Sajjan ,Liberal,Former Police officer ,21773,48.8,6658,14.9,3
British Columbia,Vancouver South,59040,Wai Young,Conservative,Parliamentarian,15115,33.9,,,
British Columbia,Vancouver South,59040,Amandeep Nijjar,NDP,Accounts Payable ,6230,14,,,
British Columbia,Vancouver South,59040,Elain Ng,Green,Mortgage Broker,1149,2.6,,,
British Columbia,Vancouver South,59040,Charles Boylan,Marxist-Leninist,ESL Instructor,178,0.4,,,
British Columbia,Vancouver South,59040,Raj Gupta,PC,Realtor,166,0.4,,,
British Columbia,Victoria,59041,Murray Rankin,NDP,Lawyer,30397,42.3,6731,9.4,190
British Columbia,Victoria,59041,Jo-Ann Roberts,Green,Journalist,23666,32.9,,,
British Columbia,Victoria,59041,Cheryl Thomas,Liberal,Management Consultant,8489,11.8,,,
British Columbia,Victoria,59041,John Rizzuti,Conservative,Retired School Principal,8480,11.8,,,
British Columbia,Victoria,59041,Art Lowe,Libertarian,Property Manager,539,0.7,,,
British Columbia,Victoria,59041,Jordan Reichert,Animal Alliance,Mental health and addictions worker,200,0.3,,,
British Columbia,Victoria,59041,Saul Andersen,Independent,Taxi Driver,124,0.2,,,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,Pam Goldsmith-Jones,Liberal,"Former Mayor of West Vancouver, Business Con.",36300,54.6,18889,28.4,65
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,John Weston,Conservative,Parliamentarian,17411,26.2,,,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,Larry Koopman,NDP,Vocational Counsellor,6554,9.9,,,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,Ken Melamed,Green,Self-employed,5907,8.9,,,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,Robin Kehler,Radical Marijuana,Retail Sales,180,0.3,,,
British Columbia,West Vancouver--Sunshine Coast--Sea to Sky Country,59042,Carol-Lee Chapman,Marxist-Leninist,Retired Postal Worker,106,0.2,,,
Yukon,Yukon,60001,Larry Bagnell,Liberal,Retired,10887,53.7,5959,29.4,55
Yukon,Yukon,60001,Ryan Leef,Conservative,Parliamentarian,4928,24.3,,,
Yukon,Yukon,60001,Melissa Atkinson,NDP,Lawyer,3943,19.4,,,
Yukon,Yukon,60001,Frank de Jong ,Green,Teacher,533,2.6,,,
Northwest Territories,Northwest Territories,61001,Michael McLeod,Liberal,Public Servant,9172,48.3,3389,17.9,147
Northwest Territories,Northwest Territories,61001,Dennis Fraser Bevington ,NDP,Parliamentarian,5783,30.5,,,
Northwest Territories,Northwest Territories,61001,Floyd Roland,Conservative,Politician,3481,18.3,,,
Northwest Territories,Northwest Territories,61001,John Moore,Green,Entrepreneur,537,2.8,,,
Nunavut,Nunavut,62001,Hunter Tootoo,Independent,Sr. Director Canadian North Airlines,5619,47.1,2448,20.5,307
Nunavut,Nunavut,62001,Jack Iyerak Anawak ,NDP,Businessman,3171,26.6,,,
Nunavut,Nunavut,62001,Leona Aglukkaq,Conservative,Parliamentarian,2956,24.8,,,
Nunavut,Nunavut,62001,Spencer Rocchi,Green,Teacher,182,1.5,,,
